employeeID ,education ,maritalStatus ,monthlyIncome ,numCompaniesWorked ,environmentSatisfaction ,trainingTimesLastYear 
686,3,Single,49690,1,4,3
743,2,Married,198450,7,4,3
2996,3,Married,133200,3,2,2
2249,2,Married,63470,2,4,3
2902,3,Single,27430,1,4,2
2565,2,Single,108800,1,4,5
3657,1,Divorced,23420,5,1,2
2250,3,Married,176500,1,2,6
3880,4,Divorced,40250,3,3,5
4359,3,Married,97250,1,2,0
358,3,Divorced,119040,1,3,4
2976,2,Married,21770,1,2,5
1031,2,Divorced,75250,1,3,2
5048,3,Married,48340,1,3,1
451,3,Single,20420,0,1,2
2325,4,Married,22200,1,4,2
3565,3,Married,10520,1,3,3
1587,4,Single,28210,1,4,3
812,2,Married,192370,9,4,2
2784,4,Single,41070,3,3,2
1106,3,Married,83960,3,3,3
1445,2,Married,20070,1,4,2
957,3,Married,196270,7,3,1
3220,1,Married,106860,1,4,2
3418,4,Single,29420,1,4,4
4554,1,Married,88580,6,1,2
5446,2,Married,167560,1,2,5
2619,2,Married,107980,6,3,5
2727,2,Married,23230,2,2,2
3014,3,Divorced,14160,1,2,3
5382,3,Single,46150,6,3,3
3807,4,Married,24610,2,4,4
5250,4,Married,87220,1,2,3
2760,2,Married,39550,7,3,5
5409,4,Divorced,99570,4,3,1
2890,3,Divorced,33760,5,2,3
3835,3,Single,88230,6,1,3
5139,4,Single,103220,1,3,2
3568,3,Single,46210,2,4,3
2175,3,Married,109760,1,4,3
987,3,Married,36600,3,4,0
1927,3,Single,104820,1,2,6
2275,4,Married,71190,4,3,2
3235,3,Single,95820,0,4,2
2932,4,Married,45080,0,1,5
2077,3,Divorced,22070,6,3,4
1169,2,Married,77560,1,1,3
3721,3,Single,66940,1,3,2
3933,3,Single,36910,1,2,3
2276,4,Single,23770,8,4,2
4767,3,Divorced,23130,2,3,5
2436,2,Married,176650,0,4,5
3962,4,Single,25960,8,4,4
1561,4,Single,47280,3,4,4
5607,3,Single,43020,2,1,3
993,3,Married,29790,4,3,3
1255,4,Married,168850,2,1,2
3506,4,Divorced,55930,1,4,3
1176,1,Married,104450,3,3,3
349,4,Single,87400,2,2,2
2442,2,Married,25140,3,2,2
5546,4,Married,76550,9,3,3
2542,3,Divorced,174650,8,2,3
5381,2,Married,73510,8,3,3
3298,3,Divorced,108200,5,4,2
4831,3,Divorced,121690,1,3,2
5183,4,Divorced,196260,1,4,5
803,4,Married,20700,4,1,2
401,2,Single,67820,0,2,2
1771,2,Single,77790,5,4,2
1557,2,Single,27910,1,2,3
4573,2,Married,32010,1,4,3
1019,3,Married,49680,1,3,3
5215,5,Married,131200,1,1,6
1184,4,Married,40330,2,1,2
2031,1,Married,32910,1,2,2
3650,4,Divorced,42720,7,3,3
3761,3,Married,50560,7,4,2
4840,4,Divorced,28440,1,3,2
1046,2,Divorced,27030,2,3,2
1154,4,Single,19040,1,3,4
4084,5,Married,82240,6,4,3
2049,3,Married,47660,1,3,3
3667,4,Single,26100,7,3,2
3325,2,Single,57310,8,2,2
4069,2,Married,25390,4,3,3
1356,4,Married,57140,5,2,2
4486,1,Divorced,43230,2,2,3
2670,4,Divorced,73360,5,1,3
4310,1,Married,134990,4,4,2
3705,3,Single,137580,1,4,5
5271,1,Divorced,51550,2,3,3
4511,5,Single,22580,4,1,2
568,3,Single,35970,3,2,2
1694,1,Divorced,25150,0,3,2
4379,3,Single,44200,9,1,3
2277,1,Married,65780,0,4,3
738,3,Married,44220,4,4,2
1853,2,Divorced,102740,4,3,3
1665,3,Married,53430,1,2,5
3908,4,Divorced,23760,4,2,3
1015,1,Married,53460,0,2,3
5080,5,Divorced,28270,8,3,3
3989,4,Divorced,199430,2,2,3
1683,4,Married,31310,4,4,3
458,4,Married,25520,2,1,2
399,2,Married,44770,1,3,6
5365,3,Married,64740,2,2,3
2318,3,Single,30330,1,3,2
4750,4,Married,29360,2,1,3
1288,3,Single,186060,1,2,4
3272,3,Married,21680,0,4,2
242,2,Divorced,28530,4,1,5
3012,4,Married,170480,4,3,3
1802,3,Married,22900,4,4,5
3461,3,Married,36000,1,1,2
4951,4,Single,21070,0,4,2
593,2,Married,41150,1,4,1
5318,4,Single,43270,8,4,4
2029,3,Married,178560,3,3,2
4901,2,Single,31960,4,2,3
1376,3,Divorced,190810,3,4,2
4208,3,Divorced,89660,1,3,3
1472,3,Divorced,22100,8,4,4
1748,4,Single,45390,4,4,5
4440,1,Single,27410,7,3,3
5040,1,Divorced,34910,2,1,0
4463,3,Married,45410,1,2,4
123,2,Married,26780,1,4,3
4496,3,Married,73790,7,1,3
5503,3,Married,62720,4,4,3
2862,2,Single,52200,1,4,3
2184,4,Married,27430,5,3,1
133,4,Married,49980,0,4,3
5168,3,Divorced,102520,8,4,3
3580,3,Married,27810,8,2,2
1570,2,Married,68520,1,2,2
2169,4,Single,49500,1,2,3
3192,2,Single,35790,1,4,3
3883,3,Married,131910,1,2,2
788,4,Divorced,103770,1,2,2
844,2,Married,22350,2,3,2
1148,5,Single,105020,3,4,4
113,2,Married,20110,5,4,4
1117,1,Married,18590,0,4,2
4255,3,Married,37600,0,2,2
2324,3,Single,177790,1,2,5
921,3,Divorced,68330,2,1,3
1342,2,Married,68120,1,2,2
920,3,Single,51710,0,1,1
1647,3,Divorced,197400,3,4,2
3386,2,Married,187110,2,2,0
2991,2,Married,36920,1,4,5
1185,2,Single,25590,1,1,3
2956,3,Married,25170,2,3,3
4821,3,Married,66230,5,NA,3
1430,3,Married,182650,9,3,4
417,4,Divorced,161240,2,3,2
3865,1,Married,25850,3,4,5
430,2,Divorced,182130,8,1,3
1025,2,Married,83800,0,3,3
4977,4,Single,29940,4,2,2
560,3,Single,12230,1,2,3
4520,3,Married,11180,1,3,3
1216,4,Single,28750,1,3,3
5307,5,Married,188240,6,1,4
3653,2,Married,135770,1,2,2
1411,4,Married,26250,1,3,4
853,3,Single,187890,3,4,4
2608,4,Married,45380,8,3,3
995,3,Married,198470,4,4,6
1588,3,Married,105120,1,1,2
2719,2,Divorced,44440,1,4,2
1859,3,Married,21540,4,4,3
4539,3,Single,191900,3,1,2
4345,4,Divorced,44900,2,2,1
4005,4,Married,35060,3,2,4
446,3,Divorced,23720,3,2,3
5290,1,Married,102310,1,1,2
2394,1,Married,54100,0,2,4
776,1,Single,79780,1,3,2
2262,1,Divorced,38670,1,3,4
1948,3,Married,28380,1,1,5
3356,3,Single,46950,1,1,2
4045,3,Divorced,33390,1,4,2
206,2,Single,20800,0,3,6
522,4,Married,20960,0,1,2
5261,1,Divorced,62090,5,3,5
5483,5,Married,180610,1,4,2
3167,5,Divorced,171230,5,3,2
2281,2,Single,23720,4,1,3
4905,3,Married,48830,1,3,1
2536,3,Single,39040,1,4,2
3896,1,Single,46270,8,4,2
3046,1,Married,70940,1,1,2
4347,3,Single,34230,6,1,4
789,3,Married,66740,3,1,2
3412,4,Divorced,168800,1,4,2
530,3,Married,90940,1,1,0
2412,5,Married,84460,0,4,3
1152,3,Married,119160,4,3,3
1574,3,Divorced,45340,1,4,2
4265,3,Single,98520,0,2,5
4586,4,Single,61510,1,4,3
3681,2,Married,23020,4,3,3
2809,3,Single,23620,6,3,2
881,4,Single,178610,1,2,5
1093,3,Single,191870,1,4,2
2763,3,Married,197170,1,4,1
2926,1,Married,35440,3,2,3
2480,5,Married,85000,4,3,2
5027,4,Married,46610,1,4,3
3479,2,Divorced,41030,6,4,2
3084,4,Single,42490,2,1,2
4764,3,Divorced,140260,1,2,4
554,3,Married,68930,0,4,3
2172,4,Married,61250,0,1,3
629,4,Married,36690,2,1,2
1006,3,Divorced,100080,6,4,3
1866,2,Married,23870,3,4,1
878,2,Married,46390,0,3,2
643,3,Married,78980,7,4,2
3899,1,Single,25340,0,4,1
3723,3,Single,131420,1,2,4
670,4,Married,16110,0,2,2
4506,2,Single,53630,1,3,4
5450,4,Married,50710,8,1,3
1652,2,Married,136950,0,2,3
1615,4,Single,134020,7,1,1
314,4,Married,20290,3,2,3
2605,3,Married,63770,1,3,3
2260,3,Married,54290,1,3,3
1775,4,Divorced,27850,0,1,2
4216,4,Divorced,46140,2,1,3
4427,1,Single,26100,6,2,2
4199,5,Single,66870,1,3,0
598,4,Single,47240,2,4,4
1425,4,Married,61790,1,4,3
2200,3,Married,61200,0,1,2
1308,1,Divorced,105960,7,4,3
2073,1,Divorced,54670,1,3,6
667,4,Married,29960,9,1,4
2057,1,Married,99980,5,1,3
432,4,Married,40780,8,4,3
2043,4,Married,109200,0,1,3
973,3,Married,62320,1,4,3
2335,1,Divorced,132470,1,4,3
3626,5,Divorced,40810,2,3,3
2694,4,Single,57690,1,4,3
5571,3,Single,23940,1,3,3
4916,3,Married,39040,1,1,3
2086,2,Divorced,167990,7,2,2
131,4,Married,29500,4,2,1
5530,3,Single,36290,8,4,2
538,4,Single,93620,2,3,6
3598,2,Married,32290,1,3,2
866,4,Married,35780,2,3,2
4856,1,Married,79880,1,3,3
441,3,Married,42840,4,4,5
1772,3,Single,75530,1,4,3
4648,3,Divorced,173280,4,4,1
5480,3,Married,197010,0,2,3
3797,4,Single,147320,0,2,3
388,4,Single,92780,0,4,3
1247,1,Married,13590,4,3,2
2261,1,Married,47790,4,4,3
167,2,Married,164220,1,2,3
1486,1,Married,29960,2,4,2
2398,3,Married,12610,2,2,6
4339,2,Single,20990,8,2,2
4820,4,Married,58100,1,3,2
5186,3,Single,56470,6,4,2
2295,2,Married,34200,1,4,3
1524,4,Married,44000,9,1,3
5161,2,Single,35000,0,4,2
4934,2,Married,20660,4,3,3
4282,4,Divorced,171690,1,4,2
5403,4,Single,41620,0,4,1
2239,3,Married,92040,6,3,2
1892,4,Married,32940,0,1,2
586,4,Single,21270,0,4,3
4642,2,Divorced,39750,1,1,3
2133,3,Divorced,107930,0,2,1
3508,4,Single,100960,NA,3,2
1576,2,Divorced,36460,1,2,3
4613,3,Divorced,74460,0,1,3
4471,3,Divorced,108510,1,4,2
5185,3,Married,21090,2,1,3
3063,3,Single,37220,5,4,0
1986,5,Divorced,93800,0,1,2
606,3,Single,54860,7,3,2
3832,3,Single,27420,0,1,2
1833,3,Single,137570,1,3,3
1682,2,Single,84630,2,2,2
2156,1,Divorced,31620,4,3,4
5012,3,Single,165980,1,2,2
5539,3,Married,66510,0,3,5
4297,1,Married,23450,3,1,0
1943,3,Single,34200,3,2,3
4042,3,Single,43730,4,3,3
5554,3,Married,47590,2,4,2
4873,4,Single,53010,1,4,3
3952,4,Married,36730,3,4,3
1852,5,Married,47680,2,2,2
5253,5,Divorced,12740,1,4,3
4911,4,Married,49000,1,1,3
5077,4,Married,104660,1,4,1
422,1,Married,170070,9,2,2
498,2,Married,29090,2,3,2
934,1,Divorced,57650,1,3,2
3328,2,Divorced,45990,1,4,3
2007,3,Single,24040,1,1,6
4420,3,Single,31720,1,4,1
1585,4,Single,20330,1,3,3
962,4,Married,102090,1,2,2
4969,2,Single,86200,0,2,2
1995,3,Married,20640,4,2,3
3163,3,Single,40350,4,1,2
1354,4,Married,38380,1,4,2
2631,4,Single,45910,9,1,6
1886,1,Single,25610,1,3,3
1878,1,Divorced,15630,5,2,3
4407,4,Married,48980,2,3,2
4855,4,Married,47890,7,NA,2
2337,4,Single,31800,1,1,2
4065,3,Married,65490,1,2,3
4090,2,Married,63880,3,3,6
4152,2,Divorced,112440,3,4,3
2582,3,Divorced,160320,1,1,2
4913,3,Married,23620,1,1,2
364,3,Single,163280,1,4,2
1249,4,Divorced,83760,5,2,2
4710,3,Single,166060,7,1,6
5363,2,Divorced,86060,1,3,3
2102,3,Divorced,22720,2,4,2
1392,3,Single,20180,1,2,5
486,2,Divorced,70830,2,2,5
3683,3,Married,40840,4,2,3
5050,2,Married,144110,0,4,2
5020,4,Single,23080,7,1,4
3945,4,Married,48410,0,3,3
169,2,Single,42850,1,3,2
1755,4,Married,97150,1,2,1
4959,3,Married,43200,3,2,2
3039,3,Single,21320,1,3,3
1564,4,Single,101240,0,3,2
2957,3,Married,54730,4,4,3
395,3,Single,52070,4,1,3
2949,3,Divorced,164370,8,2,0
2861,3,Married,22960,1,4,2
4782,4,Single,40690,1,2,5
402,3,Married,74410,3,1,4
4473,1,Divorced,24300,7,2,2
3830,2,Married,58780,1,1,1
1065,1,Single,26440,4,4,2
3624,3,Divorced,64390,3,3,2
5338,4,Married,24510,3,4,2
157,2,Married,63920,1,3,2
2689,2,Single,97140,1,3,0
299,3,Married,60770,1,3,2
2731,4,Single,24500,0,3,2
4759,3,Divorced,92500,1,3,0
115,1,Married,20740,2,3,3
5036,3,Single,101690,1,2,6
4495,1,Married,48550,9,1,2
4275,2,Married,40870,0,1,1
3368,4,Married,23670,1,2,2
5214,4,Single,29720,0,4,2
5172,2,Married,195860,4,2,3
2677,3,Divorced,54840,4,3,4
359,2,Single,20610,1,4,2
3772,4,Single,99240,1,4,3
2457,4,Single,41980,1,1,2
396,2,Divorced,68150,5,3,3
3930,2,Married,47230,9,3,0
3263,4,Married,61420,3,1,3
5096,1,Single,82370,1,3,6
1032,3,Married,88530,1,4,3
1946,1,Single,193310,1,2,2
390,3,Single,20730,3,1,4
4899,4,Single,55620,1,1,3
2291,3,Single,196130,2,4,5
5430,1,Married,34070,0,2,4
213,3,Divorced,50630,6,3,2
1466,1,Single,46390,2,3,3
2218,2,Single,48760,2,3,3
1975,3,Married,26900,0,2,1
2953,3,Divorced,175670,5,1,6
3950,4,Married,24080,1,3,3
4336,3,Divorced,28140,1,1,2
2813,3,Married,112450,0,3,3
5601,3,Married,33120,9,2,1
334,2,Single,190490,7,1,2
2420,4,Married,21410,4,2,2
2869,3,Married,57690,1,3,4
1868,2,Married,43850,1,4,2
925,2,Single,53320,1,4,2
1723,4,Married,46630,0,3,1
2411,3,Married,47240,1,3,3
4186,2,Single,32110,4,2,2
1518,4,Single,53770,4,3,3
3635,1,Married,40660,3,2,2
898,2,Divorced,52080,3,3,2
3293,4,Married,48770,1,3,5
2501,1,Divorced,31170,6,2,2
4238,3,Single,15690,2,1,2
3228,3,Married,196580,4,4,3
4412,1,Married,30690,2,1,3
5005,1,Married,104350,0,3,5
5116,4,Single,41480,7,1,0
3587,1,Single,57680,5,3,4
2179,4,Single,50420,3,4,4
4393,3,Single,57700,1,1,2
1200,3,Divorced,77560,0,4,3
1994,3,Divorced,103060,5,4,5
4514,3,Single,39360,0,2,3
502,2,Divorced,79450,4,4,6
790,4,Married,57430,2,3,2
241,3,Single,152020,1,2,2
3859,4,Divorced,54400,1,2,2
4419,1,Married,37600,1,3,2
3787,2,Married,35170,2,2,1
711,4,Divorced,25800,8,2,3
2244,2,Single,21660,1,2,4
5008,4,Married,58690,1,4,6
4976,3,Married,80080,2,2,4
1737,3,Married,52060,4,2,4
4020,2,Married,52950,7,3,4
3509,4,Married,164130,6,3,1
3140,3,Married,132690,1,3,2
259,3,Divorced,27830,6,4,2
1407,4,Married,54330,1,3,4
4813,3,Divorced,20130,3,3,5
2486,3,Divorced,139660,1,3,1
2885,3,Single,43740,3,3,5
2602,4,Divorced,68420,4,1,3
2729,4,Married,174260,2,2,0
893,1,Single,176030,4,1,0
2387,3,Single,45810,3,3,3
2247,4,Married,47350,0,3,2
1693,2,Single,41870,0,3,4
3671,3,Single,55050,4,4,3
4607,3,Divorced,54700,1,3,2
4244,2,Divorced,54760,4,3,3
1839,3,Divorced,25870,4,3,2
3182,2,Single,24400,0,3,4
4278,2,Single,159720,1,2,2
378,3,Divorced,153790,1,2,1
5086,4,Single,70820,1,3,3
4668,5,Married,27280,8,3,3
5576,3,Single,53680,2,4,2
4477,4,Single,53470,1,2,1
472,4,Married,31950,2,3,4
939,2,Divorced,39890,1,4,2
1289,3,Married,33060,1,4,6
3474,3,Married,70050,1,4,2
2055,1,Single,26550,8,3,0
368,4,Married,13930,1,4,4
4755,2,Single,25700,3,4,2
4283,4,Married,35370,0,3,3
376,3,Single,39860,1,4,3
857,4,Married,108830,3,2,3
3512,2,Divorced,20280,4,4,2
4528,2,Married,95250,9,1,3
4288,3,Married,29290,1,2,2
1311,3,Single,22750,5,2,2
1300,1,Divorced,78790,2,3,2
903,2,Married,49300,9,4,0
3642,1,Married,78470,3,4,3
341,4,Married,44010,5,3,4
1517,1,Divorced,92410,1,4,5
4028,2,Divorced,29740,1,4,2
2577,3,Married,45020,8,3,0
4931,4,Married,107480,7,2,3
2289,2,Married,15550,1,2,2
290,3,Divorced,129360,1,4,3
2909,3,Single,23050,1,2,3
3818,2,Married,167040,9,4,2
4653,1,Divorced,34330,7,4,3
3724,3,Married,34770,1,4,2
2970,4,Single,64300,1,3,2
2913,2,Single,65160,1,4,4
1720,1,Married,39070,5,2,2
1217,4,Single,55620,5,4,3
1973,3,Single,68830,3,4,3
3710,2,Single,28620,5,3,2
1909,3,Single,49780,0,3,3
3411,3,Single,103680,6,4,2
407,2,Married,61340,2,4,2
4542,4,Single,67350,8,4,3
3660,1,Married,32950,6,3,2
4381,4,Divorced,52380,1,2,5
3236,2,Divorced,64720,0,1,4
2951,1,Married,96100,0,3,2
326,3,Married,198330,3,3,2
2667,3,Divorced,97560,4,1,2
2496,4,Married,49680,1,2,4
2052,3,Single,21450,1,3,6
3023,1,Single,21800,1,3,2
4509,2,Single,83460,7,3,5
5098,4,Married,34450,1,3,2
4839,4,Married,27600,8,2,3
4364,2,Divorced,62940,3,4,2
321,4,Married,71400,5,3,2
4490,3,Married,29320,5,4,3
348,3,Married,51470,7,1,2
3866,3,Single,45070,1,1,3
3135,4,Married,85640,2,3,2
832,1,Single,24680,0,4,2
3576,4,Divorced,81610,7,3,2
3096,4,Married,21090,0,3,3
3058,3,Divorced,52940,2,3,3
4591,3,Divorced,27180,1,NA,4
771,1,Married,58110,0,3,4
1760,4,Divorced,24370,9,2,3
3781,4,Married,27660,1,3,2
2958,3,Married,190380,6,4,3
2647,5,Married,30550,2,3,3
1260,1,Married,22890,4,1,3
3814,3,Divorced,40010,6,1,2
672,3,Single,129650,0,3,2
5053,3,Single,35390,1,3,2
4725,4,Single,60290,3,4,5
2168,4,Divorced,26790,2,4,2
3098,2,Married,37020,0,1,4
933,2,Divorced,23980,0,4,2
226,3,Divorced,54680,0,1,6
3842,2,Married,131160,1,3,6
685,1,Single,41890,0,3,3
5590,4,Married,193280,1,2,2
3948,5,Married,83210,3,4,5
5592,1,Single,23420,4,4,2
2131,3,Married,40710,3,3,5
3917,2,Single,58130,2,1,2
1936,3,Married,31430,2,1,2
1301,3,Married,20440,0,2,2
861,4,Divorced,134640,1,2,2
3101,2,Married,79910,0,3,2
3545,1,Married,33770,0,4,2
2989,4,Single,55380,0,4,2
715,1,Married,57620,1,1,4
1350,3,Married,25920,1,4,2
2459,3,Married,53460,4,3,2
1136,2,Single,42130,1,4,3
1686,3,Divorced,41270,2,1,2
1218,4,Divorced,24380,7,2,5
4580,3,Divorced,68700,1,1,5
910,4,Divorced,104470,1,3,3
1828,4,Divorced,96670,3,1,2
2811,4,Married,21480,3,3,2
2119,4,Married,89260,1,2,4
5322,4,Single,65130,1,2,2
5090,4,Married,67990,3,2,2
500,3,Married,162910,1,1,3
3021,1,Single,27050,1,4,2
1756,2,Divorced,103330,3,4,2
4973,3,Divorced,44480,9,4,3
4418,3,Divorced,68540,2,1,5
2405,3,Single,96370,1,4,6
3616,1,Single,35910,9,3,2
1841,3,Single,54050,4,3,2
1569,4,Divorced,46840,1,4,4
584,3,Single,157870,1,4,5
3102,1,Married,15140,1,2,3
1399,2,Married,29560,5,3,2
5097,4,Single,23350,1,3,3
3963,2,Married,51540,0,3,2
4008,3,Married,69620,4,3,2
4482,3,Divorced,56750,5,4,2
1897,1,Single,23790,1,4,6
2671,3,Single,38120,1,4,3
5159,3,Single,46480,0,2,2
891,1,Married,29360,4,2,2
5378,4,Divorced,21050,0,3,3
2198,4,Married,85780,7,2,4
721,3,Married,27060,1,4,4
1166,2,Married,63840,3,1,4
1800,3,Divorced,39680,2,4,3
4056,1,Married,99070,0,3,3
196,4,Married,132250,3,1,2
2253,1,Divorced,35400,1,1,6
3907,4,Divorced,28040,0,3,0
4457,3,Married,193920,6,4,3
3446,4,Married,196650,1,3,6
4487,4,Single,24390,0,3,2
4034,3,Single,73140,7,3,2
4025,1,Married,47740,2,3,2
4386,4,Single,39020,1,3,2
3176,3,Married,26620,1,3,6
1911,2,Single,28560,1,4,5
4999,3,Divorced,10810,4,4,4
5265,3,Single,24720,7,1,2
5189,4,Married,56730,5,1,4
2758,3,Married,41970,1,4,3
4480,1,Married,97130,1,3,5
4134,4,Married,20620,1,3,4
1183,1,Married,42840,4,4,0
1567,2,Single,47880,3,2,0
4328,3,Married,59060,4,4,4
4516,3,Divorced,38860,1,3,2
5263,3,Married,168230,0,3,3
235,4,Single,29330,3,4,2
3033,2,Married,65000,8,3,3
2034,1,Married,171740,9,4,6
3504,4,Married,50330,2,2,6
935,3,Married,23070,1,2,0
2158,3,Single,25870,0,2,3
144,3,Divorced,55070,1,4,2
3758,2,Married,43930,1,2,2
2569,4,Divorced,133480,7,4,4
354,4,Divorced,65830,0,3,1
1898,3,Single,81030,1,3,5
1080,4,Divorced,39780,1,4,0
2845,2,Single,25440,0,3,3
4841,4,Divorced,53990,1,3,2
4590,2,Single,54870,6,4,0
3321,3,Single,68340,3,2,2
5553,4,Single,10910,2,1,0
5209,4,Married,57360,1,4,1
5134,4,Divorced,22260,0,3,3
2146,3,Married,57470,1,3,0
1026,4,Married,98540,3,1,2
1865,5,Divorced,54670,4,3,2
233,4,Married,53800,7,4,0
817,3,Married,51510,1,3,3
3578,2,Single,21330,3,1,2
1548,3,Single,178750,1,1,5
2752,3,Single,24320,4,4,4
2238,3,Married,47710,4,1,2
4081,4,Married,191610,2,4,2
4968,3,Married,50870,3,4,3
2575,5,Single,28630,1,1,2
3292,2,Single,55610,1,4,3
3380,3,Married,21440,6,3,3
2661,4,Married,30650,2,3,3
411,1,Single,28100,1,1,3
3107,3,Single,98880,6,4,2
1690,3,Married,86280,2,3,2
3234,3,Single,28670,0,3,5
2087,2,Single,53730,1,3,2
102,3,Single,66670,9,4,6
1226,3,Single,50030,9,3,2
4303,3,Divorced,23670,1,4,2
2778,2,Single,28580,1,2,2
608,3,Single,52040,8,2,3
3646,2,Married,41050,4,3,2
3904,2,Married,96790,4,4,1
4966,3,Single,56170,8,1,3
3458,3,Single,104480,2,3,3
5581,3,Divorced,28970,1,4,4
1141,3,Married,59680,NA,3,3
2094,3,Single,75100,0,3,3
4596,5,Married,29910,1,1,3
4824,3,Married,196360,1,2,3
5478,2,Single,11290,9,3,2
1355,1,Divorced,133410,1,4,3
3844,2,Divorced,43320,7,4,3
2003,3,Divorced,110310,3,2,2
1575,1,Single,44400,2,3,3
3383,2,Divorced,46170,1,1,2
288,2,Married,26470,6,2,2
3920,3,Married,63230,4,1,2
664,3,Married,56770,9,3,3
1923,4,Married,21870,1,2,2
2559,3,Married,37480,7,4,3
1064,4,Divorced,39770,4,3,3
3067,2,Single,86330,1,2,2
581,3,Married,20080,3,2,5
4925,1,Married,44400,1,4,2
5572,4,Divorced,30670,1,2,5
874,4,Married,53210,9,3,1
4193,4,Single,54100,0,2,2
1097,3,Married,27820,1,2,2
4305,3,Divorced,119570,1,3,2
265,2,Married,26600,5,1,3
3207,2,Married,33750,2,4,2
4108,3,Married,50980,3,1,4
4693,3,Married,48780,2,4,3
455,3,Divorced,28370,2,1,0
371,3,Single,24060,2,3,5
4092,3,Married,22690,5,1,4
4093,4,Divorced,41080,2,3,5
2774,4,Married,132060,0,4,2
418,2,Single,104220,1,1,0
1638,3,Divorced,137440,0,4,3
1497,3,Married,49070,1,4,3
4089,4,Married,34820,0,3,2
1041,2,Divorced,24360,1,1,2
4781,3,Married,23800,4,3,2
1667,3,Married,194310,1,2,3
5016,4,Married,17900,5,3,4
3468,3,Single,76440,1,1,2
1714,4,Married,51310,0,3,2
4587,2,Divorced,63060,3,1,3
534,4,Married,47870,0,2,3
4357,2,Single,188800,0,3,3
4377,3,Married,23390,4,3,4
2856,3,Divorced,135700,5,1,2
1340,1,Married,67120,6,1,3
4975,2,Single,54060,0,4,2
105,4,Single,89380,7,3,2
590,2,Divorced,24390,3,NA,2
3420,3,Married,88370,2,3,3
5160,3,Divorced,53430,1,3,3
636,3,Married,67280,7,2,2
2814,4,Divorced,66520,7,1,5
4889,3,Single,48500,0,4,4
2507,2,Married,28090,4,4,2
2799,2,Married,56890,3,1,2
3346,1,Divorced,20010,9,2,5
4622,4,Married,29770,4,2,3
3338,4,Single,40250,1,2,3
1209,3,Single,37850,5,3,2
3300,3,Married,108540,2,2,6
3906,3,Single,120310,3,1,5
631,2,Single,99360,7,4,2
3074,3,Married,29660,9,2,2
5217,3,Single,25710,7,2,1
815,1,Married,99910,1,3,3
5249,4,Single,61420,4,2,2
5362,3,Married,53900,1,4,3
948,1,Married,44040,0,4,2
3093,1,Divorced,59930,0,2,3
2263,3,Divorced,51300,4,4,3
813,3,Divorced,20900,4,1,2
5032,4,Divorced,29090,9,3,2
1305,3,Single,34680,1,2,4
1633,4,Divorced,30680,3,3,3
2297,3,Single,26700,2,1,2
1033,4,Divorced,26930,5,1,3
5071,4,Single,95260,1,1,2
949,3,Single,52370,1,4,3
5031,3,Single,24260,1,3,3
3888,1,Single,41930,4,2,5
3400,1,Married,29110,5,1,3
822,1,Married,26610,7,2,2
437,2,Divorced,20280,1,1,3
3492,1,Divorced,99800,3,4,2
5525,2,Married,32980,8,4,4
2135,3,Married,29350,0,4,5
3672,3,Married,154270,3,3,2
1463,4,Married,39440,6,2,3
482,1,Divorced,40110,1,4,2
1586,3,Married,34070,1,2,2
2422,4,Married,119940,1,1,6
1534,3,Married,12320,1,4,4
3350,2,Married,29600,1,1,2
567,3,Married,190940,1,2,3
4962,3,Married,39190,1,1,3
809,3,Married,68250,1,2,2
1224,2,Married,102480,1,2,4
2975,1,Divorced,189470,2,2,2
2511,3,Single,24960,4,1,3
5083,3,Divorced,64650,4,1,3
539,4,Divorced,22060,0,1,4
1415,4,Married,20860,4,4,3
1168,4,Single,22930,1,4,3
504,4,Married,26450,1,3,5
3034,5,Divorced,26830,4,2,3
308,4,Single,20140,3,3,5
253,3,Divorced,34190,3,4,5
5343,1,Married,53760,7,4,3
4391,4,Single,19510,4,1,4
172,4,Divorced,23410,1,3,3
906,3,Divorced,22930,0,3,0
5323,2,Single,87260,1,3,2
1543,2,Married,40110,4,4,2
3258,2,Married,195450,0,1,3
1619,4,Divorced,45680,0,3,2
2074,1,Married,30220,1,1,3
117,5,Divorced,57720,1,3,3
1632,3,Single,22690,7,4,2
4223,5,Married,53810,1,2,0
5258,4,Married,34410,2,1,5
3278,2,Married,54540,1,3,5
695,3,Married,98840,1,3,3
330,3,Married,41570,1,2,2
4307,5,Single,134580,1,2,3
1158,3,Divorced,90690,3,3,3
3931,2,Married,40140,2,3,4
2300,3,Divorced,59150,2,2,3
4296,3,Single,59930,0,1,3
2343,3,Single,61620,1,4,2
3731,4,Single,24060,1,1,3
1947,1,Married,187400,1,3,2
1837,3,Married,76370,2,1,3
4704,3,Married,100960,0,4,3
3120,3,Single,147560,0,4,3
2593,4,Divorced,64990,1,2,3
526,3,Married,97240,3,2,2
5216,3,Divorced,21940,1,4,5
208,3,Single,33880,3,4,2
1655,3,Married,54730,1,4,2
4656,1,Single,27030,1,4,2
3627,2,Single,25010,9,1,3
109,5,Single,62200,1,4,2
5425,3,Single,30380,1,4,5
1273,2,Married,44240,3,2,2
4103,4,Single,43120,0,2,2
4834,3,Married,132450,1,3,3
3105,3,Single,136640,3,3,6
1556,3,Single,50210,2,4,3
1968,4,Married,51260,5,4,2
5595,1,Married,28590,3,3,2
1092,3,Divorced,102390,3,2,3
1419,2,Single,53290,8,1,3
