jobID,jobInvolvement,jobLevel,jobRole ,jobSatisfaction 
3060,3,2,Mobile,3
3061,3,6,Backend dev,4
3062,3,2,Frontend dev,4
3063,3,3,UX designer,3
3064,3,4,Backend dev,2
3065,3,6,Mobile,1
3066,2,2,UX designer,2
3067,3,3,Android dev,3
3068,2,2,PM,4
3069,3,3,PM,1
3070,2,2,UI designer,2
3071,2,2,Frontend dev,1
3072,2,2,UX designer,2
3073,3,2,Android dev,2
3074,2,2,Mobile,3
3075,2,3,IOS dev,1
3076,3,2,IOS dev,3
3077,2,2,UI designer,1
3078,2,2,PM,4
3079,3,4,QA,3
3080,4,3,UX designer,4
3081,2,6,IOS dev,3
3082,3,3,Backend dev,1
3083,1,2,Backend dev,3
3084,3,3,UX designer,1
3085,3,2,IOS dev,3
3086,2,4,Backend dev,NA
3087,2,2,QA,1
3088,3,3,QA,1
3089,2,4,Android dev,3
3090,3,3,Mobile,4
3091,3,4,Frontend dev,4
3092,2,4,PM,3
3093,3,2,Mobile,4
3094,3,3,Backend dev,1
3095,2,3,Mobile,3
3096,3,3,Frontend dev,4
3097,2,3,Android dev,2
3098,3,6,Mobile,3
3099,3,4,Android dev,4
3100,2,4,UI designer,3
3101,4,5,Android dev,4
3102,2,3,PM,4
3103,3,4,IOS dev,3
3104,2,2,PM,2
3105,3,2,QA,4
3106,3,3,QA,1
3107,3,2,IOS dev,4
3108,3,2,UI designer,3
3109,3,3,Backend dev,4
3110,3,2,PM,1
3111,2,3,UX designer,4
3112,2,3,IOS dev,3
3113,3,4,PM,3
3114,3,4,UX designer,3
3115,4,3,UX designer,3
3116,2,3,Android dev,4
3117,3,2,UX designer,2
3118,2,4,UX designer,3
3119,3,3,Android dev,4
3120,3,3,UX designer,2
3121,1,4,IOS dev,3
3122,2,2,QA,3
3123,4,2,UI designer,1
3124,2,3,UI designer,3
3125,3,4,Mobile,4
3126,3,5,UI designer,3
3127,3,3,Backend dev,4
3128,3,3,PM,2
3129,2,4,Backend dev,4
3130,2,3,UI designer,3
3131,3,4,QA,3
3132,3,3,Frontend dev,3
3133,2,3,QA,4
3134,3,5,IOS dev,1
3135,3,3,Backend dev,2
3136,3,2,Frontend dev,3
3137,2,2,IOS dev,4
3138,3,2,QA,3
3139,3,3,Android dev,4
3140,4,3,UI designer,2
3141,2,6,PM,1
3142,2,6,UX designer,3
3143,2,3,IOS dev,3
3144,2,2,Frontend dev,3
3145,2,2,UI designer,4
3146,1,4,Backend dev,4
3147,3,3,UI designer,4
3148,3,5,Android dev,3
3149,3,2,Android dev,1
3150,3,3,QA,2
3151,3,4,PM,1
3152,2,4,UI designer,3
3153,2,4,IOS dev,4
3154,3,2,PM,3
3155,3,5,UI designer,2
3156,1,2,QA,3
3157,2,3,Android dev,4
3158,3,2,UX designer,2
3159,1,6,Android dev,2
3160,3,3,Frontend dev,2
3161,2,2,QA,3
3162,3,4,QA,3
3163,3,2,Mobile,1
3164,3,2,UI designer,4
3165,2,3,QA,1
3166,3,2,Backend dev,4
3167,3,4,PM,4
3168,3,3,PM,3
3169,3,4,Mobile,3
3170,1,2,Android dev,2
3171,3,3,Android dev,4
3172,3,4,UI designer,4
3173,4,3,Backend dev,1
3174,3,3,Frontend dev,3
3175,4,3,Android dev,1
3176,4,2,QA,3
3177,2,2,QA,3
3178,3,3,UI designer,1
3179,1,2,UX designer,3
3180,3,3,QA,4
3181,2,2,Backend dev,3
3182,3,2,UI designer,3
3183,3,5,UI designer,4
3184,3,2,UI designer,3
3185,2,2,UX designer,1
3186,3,3,PM,4
3187,3,4,IOS dev,1
3188,4,3,Android dev,4
3189,2,3,PM,3
3190,3,4,Backend dev,3
3191,3,3,Mobile,4
3192,3,3,IOS dev,4
3193,2,2,Mobile,2
3194,2,4,QA,2
3195,1,2,UI designer,4
3196,2,2,PM,3
3197,3,2,Mobile,1
3198,4,2,Mobile,3
3199,3,4,UI designer,1
3200,3,2,UX designer,2
3201,2,6,Android dev,4
3202,2,2,IOS dev,4
3203,4,4,PM,2
3204,3,3,PM,4
3205,4,2,UI designer,4
3206,4,2,IOS dev,3
3207,3,2,Mobile,2
3208,1,2,PM,3
3209,3,3,Mobile,3
3210,1,3,QA,4
3211,2,2,UX designer,3
3212,2,2,UI designer,4
3213,2,2,Backend dev,1
3214,3,4,Backend dev,4
3215,3,2,IOS dev,1
3216,3,2,Android dev,1
3217,3,2,Backend dev,3
3218,3,2,Mobile,4
3219,4,2,Backend dev,1
3220,2,3,UI designer,1
3221,3,2,UI designer,3
3222,4,6,UI designer,2
3223,2,6,Frontend dev,2
3224,3,3,QA,1
3225,3,5,Mobile,3
3226,2,6,Mobile,3
3227,2,2,UX designer,3
3228,3,3,Frontend dev,4
3229,3,2,Frontend dev,3
3230,3,5,Android dev,3
3231,3,2,Android dev,4
3232,4,3,UX designer,3
3233,3,3,Mobile,1
3234,2,3,UX designer,2
3235,3,3,Backend dev,4
3236,3,3,Android dev,4
3237,3,3,Backend dev,1
3238,2,2,UI designer,2
3239,3,3,Backend dev,4
3240,3,3,Mobile,1
3241,1,4,Frontend dev,4
3242,3,2,PM,3
3243,2,2,Mobile,1
3244,3,3,Backend dev,1
3245,3,4,PM,4
3246,3,4,UI designer,4
3247,3,4,IOS dev,3
3248,1,3,UI designer,3
3249,3,4,QA,3
3250,3,2,PM,4
3251,3,4,QA,1
3252,1,3,UX designer,1
3253,3,2,Mobile,4
3254,3,4,UI designer,4
3255,3,3,QA,3
3256,3,3,Backend dev,1
3257,3,2,Mobile,4
3258,3,4,UX designer,1
3259,3,4,IOS dev,4
3260,3,3,Android dev,1
3261,3,2,UX designer,1
3262,3,2,Android dev,1
3263,2,4,QA,4
3264,3,4,UI designer,3
3265,4,2,Backend dev,2
3266,3,2,PM,1
3267,4,6,Mobile,4
3268,2,2,Backend dev,1
3269,3,6,Android dev,2
3270,2,2,UX designer,3
3271,1,5,PM,3
3272,4,2,Mobile,1
3273,3,6,Backend dev,3
3274,2,2,Backend dev,1
3275,4,2,UX designer,4
3276,3,2,Frontend dev,2
3277,2,3,UI designer,3
3278,3,3,Android dev,2
3279,4,3,UI designer,3
3280,3,6,UX designer,4
3281,2,4,UX designer,3
3282,3,2,UX designer,2
3283,2,3,UI designer,3
3284,3,2,UI designer,3
3285,3,3,QA,4
3286,3,4,PM,3
3287,3,4,Mobile,2
3288,3,2,QA,1
3289,3,3,UI designer,4
3290,4,3,Android dev,4
3291,4,3,QA,4
3292,2,2,Mobile,1
3293,2,6,IOS dev,4
3294,3,2,Android dev,3
3295,2,2,PM,2
3296,3,2,Android dev,NA
3297,3,3,Frontend dev,3
3298,3,3,Frontend dev,4
3299,3,5,Frontend dev,3
3300,3,2,UX designer,2
3301,4,3,Backend dev,1
3302,2,3,IOS dev,1
3303,2,3,Backend dev,1
3304,3,5,UX designer,4
3305,3,2,Android dev,4
3306,3,6,Mobile,4
3307,4,4,IOS dev,4
3308,3,2,UI designer,1
3309,1,3,UI designer,3
3310,3,2,Frontend dev,4
3311,3,4,PM,3
3312,3,4,QA,4
3313,2,3,Backend dev,4
3314,3,3,UI designer,4
3315,2,6,PM,4
3316,2,5,QA,1
3317,3,3,PM,1
3318,2,3,Android dev,3
3319,4,3,Backend dev,2
3320,3,3,IOS dev,4
3321,3,2,Backend dev,1
3322,3,2,Backend dev,1
3323,3,3,IOS dev,4
3324,2,2,UX designer,2
3325,4,2,Backend dev,2
3326,3,6,UX designer,4
3327,3,3,UI designer,4
3328,3,2,UI designer,3
3329,2,3,Mobile,4
3330,4,2,IOS dev,2
3331,1,5,UI designer,4
3332,4,2,Backend dev,4
3333,3,4,PM,4
3334,3,2,UX designer,4
3335,3,3,Backend dev,2
3336,3,5,IOS dev,1
3337,2,2,Mobile,4
3338,3,3,UI designer,2
3339,2,3,Android dev,4
3340,4,4,IOS dev,4
3341,3,3,Android dev,1
3342,3,3,Mobile,4
3343,3,4,PM,4
3344,3,3,Mobile,2
3345,1,2,Backend dev,3
3346,3,3,Android dev,4
3347,3,4,Mobile,4
3348,3,2,Frontend dev,4
3349,3,4,Android dev,3
3350,4,5,UX designer,4
3351,3,2,UI designer,3
3352,3,5,UI designer,1
3353,3,3,UI designer,3
3354,3,2,QA,2
3355,2,3,Backend dev,3
3356,3,3,Backend dev,1
3357,3,3,Frontend dev,2
3358,3,3,UX designer,3
3359,3,2,Backend dev,4
3360,2,3,UI designer,2
3361,3,4,Mobile,3
3362,3,6,UI designer,3
3363,2,3,IOS dev,4
3364,3,3,Frontend dev,1
3365,2,6,Android dev,2
3366,2,3,UX designer,2
3367,3,3,Mobile,2
3368,2,3,Backend dev,1
3369,3,4,QA,1
3370,1,3,QA,3
3371,3,3,UX designer,2
3372,3,2,UI designer,1
3373,3,2,Mobile,4
3374,2,3,Backend dev,2
3375,3,3,Frontend dev,1
3376,3,3,UX designer,4
3377,3,4,Mobile,4
3378,2,4,Frontend dev,3
3379,3,3,Backend dev,2
3380,3,4,Android dev,4
3381,2,2,UI designer,3
3382,3,3,UI designer,4
3383,1,3,UI designer,3
3384,3,5,Frontend dev,3
3385,2,3,QA,3
3386,3,2,Android dev,4
3387,1,2,IOS dev,4
3388,2,4,UI designer,3
3389,3,3,Android dev,2
3390,3,3,QA,3
3391,3,3,Backend dev,4
3392,3,3,Mobile,1
3393,3,2,PM,3
3394,2,3,Frontend dev,1
3395,3,4,IOS dev,4
3396,3,3,IOS dev,4
3397,2,2,Android dev,4
3398,2,2,IOS dev,2
3399,3,2,Android dev,3
3400,3,2,UX designer,2
3401,4,3,Android dev,1
3402,3,3,UX designer,4
3403,2,4,UI designer,3
3404,3,3,Android dev,3
3405,2,2,Android dev,3
3406,3,2,UX designer,3
3407,3,2,UI designer,3
3408,2,3,UX designer,2
3409,3,2,UI designer,1
3410,3,3,QA,4
3411,3,4,PM,3
3412,3,3,Mobile,3
3413,2,2,UI designer,1
3414,3,3,UI designer,1
3415,3,5,QA,2
3416,3,3,Frontend dev,4
3417,3,2,UX designer,1
3418,3,2,QA,3
3419,3,2,IOS dev,3
3420,3,4,Android dev,3
3421,4,2,IOS dev,4
3422,3,2,UX designer,4
3423,3,3,UX designer,4
3424,4,2,Android dev,3
3425,4,3,Backend dev,4
3426,2,5,UX designer,4
3427,4,3,QA,2
3428,2,6,PM,2
3429,3,3,Mobile,3
3430,4,3,Android dev,4
3431,2,2,Android dev,1
3432,4,3,Frontend dev,4
3433,3,3,Frontend dev,4
3434,2,3,UI designer,3
3435,3,2,UX designer,1
3436,4,6,UX designer,1
3437,3,5,Mobile,4
3438,2,3,Mobile,4
3439,1,4,Mobile,3
3440,2,3,Backend dev,4
3441,3,2,Android dev,4
3442,3,4,Backend dev,2
3443,4,2,IOS dev,2
3444,3,5,Mobile,3
3445,3,3,Backend dev,1
3446,2,3,UX designer,3
3447,4,6,UI designer,2
3448,1,3,Mobile,3
3449,3,3,QA,3
3450,3,2,Frontend dev,2
3451,3,2,QA,1
3452,2,2,Frontend dev,3
3453,2,6,Mobile,4
3454,3,2,Android dev,3
3455,3,2,Android dev,3
3456,3,4,PM,4
3457,2,2,Mobile,1
3458,2,2,UX designer,4
3459,2,4,QA,4
3460,3,5,IOS dev,1
3461,3,5,QA,1
3462,3,2,Android dev,3
3463,2,4,IOS dev,1
3464,1,3,PM,1
3465,3,5,UI designer,1
3466,4,2,PM,3
3467,3,3,PM,3
3468,3,2,Mobile,4
3469,2,4,UI designer,3
3470,3,4,UI designer,2
3471,4,4,Frontend dev,3
3472,3,2,Frontend dev,1
3473,3,2,IOS dev,4
3474,2,4,QA,1
3475,3,4,Frontend dev,3
3476,3,4,IOS dev,3
3477,3,2,Frontend dev,4
3478,2,4,UI designer,4
3479,2,2,IOS dev,4
3480,4,3,UX designer,3
3481,3,5,UI designer,2
3482,2,3,PM,1
3483,3,3,Android dev,2
3484,3,5,IOS dev,3
3485,2,2,Android dev,2
3486,3,3,QA,4
3487,3,4,Android dev,4
3488,3,3,Mobile,3
3489,3,2,UI designer,2
3490,2,3,PM,3
3491,4,5,Frontend dev,4
3492,3,4,Android dev,2
3493,3,2,Android dev,3
3494,3,4,Mobile,2
3495,3,3,PM,1
3496,3,3,IOS dev,4
3497,3,3,Mobile,3
3498,2,3,Android dev,2
3499,3,2,Backend dev,2
3500,4,4,UX designer,4
3501,3,4,IOS dev,4
3502,3,5,UI designer,2
3503,3,4,UX designer,4
3504,2,3,Mobile,2
3505,2,3,Android dev,3
3506,1,2,Android dev,2
3507,4,3,Frontend dev,4
3508,1,3,Frontend dev,4
3509,2,6,Android dev,3
3510,3,2,UI designer,3
3511,4,3,Mobile,3
3512,2,2,Android dev,1
3513,3,6,Mobile,4
3514,4,2,QA,3
3515,3,2,UI designer,4
3516,3,2,QA,3
3517,3,2,UI designer,3
3518,2,3,PM,3
3519,1,3,IOS dev,1
3520,1,3,Mobile,3
3521,1,2,Mobile,1
3522,2,3,Android dev,1
3523,3,2,Frontend dev,3
3524,3,3,UX designer,2
3525,1,5,Backend dev,4
3526,3,2,Frontend dev,4
3527,3,3,UX designer,NA
3528,3,5,PM,4
3529,3,3,Android dev,2
3530,3,2,Android dev,1
3531,3,2,UX designer,4
3532,3,2,Frontend dev,3
3533,2,6,UI designer,1
3534,1,2,PM,1
3535,3,3,UX designer,4
3536,3,3,Frontend dev,1
3537,3,2,QA,3
3538,1,3,PM,4
3539,3,2,QA,3
3540,1,3,Frontend dev,3
3541,2,2,Frontend dev,3
3542,3,4,Mobile,4
3543,2,3,Android dev,4
3544,3,3,UX designer,1
3545,3,3,Mobile,3
3546,1,4,Mobile,3
3547,4,3,Mobile,1
3548,2,2,IOS dev,1
3549,4,2,Frontend dev,2
3550,3,2,Mobile,1
3551,3,2,QA,1
3552,3,2,PM,2
3553,2,3,PM,1
3554,3,3,IOS dev,2
3555,2,2,PM,3
3556,4,3,UX designer,3
3557,3,3,Mobile,3
3558,1,2,QA,4
3559,2,2,UI designer,4
3560,3,4,UX designer,4
3561,2,3,Mobile,1
3562,3,3,PM,4
3563,3,3,PM,2
3564,3,3,IOS dev,3
3565,2,3,UI designer,1
3566,3,4,QA,4
3567,1,4,Frontend dev,2
3568,3,3,PM,4
3569,2,4,Android dev,2
3570,3,5,UX designer,1
3571,2,6,Backend dev,4
3572,3,3,Android dev,1
3573,2,4,Backend dev,3
3574,3,6,QA,4
3575,3,2,UI designer,2
3576,3,2,Frontend dev,4
3577,3,4,UX designer,4
3578,3,4,UX designer,1
3579,4,2,Android dev,1
3580,3,5,Mobile,4
3581,3,3,PM,4
3582,2,2,PM,3
3583,3,2,Backend dev,2
3584,4,3,UX designer,2
3585,3,3,UX designer,3
3586,3,2,UX designer,4
3587,3,3,Frontend dev,4
3588,3,5,Android dev,4
3589,3,2,UI designer,3
3590,3,3,QA,2
3591,4,2,IOS dev,3
3592,3,3,UX designer,4
3593,3,3,UI designer,3
3594,3,3,UX designer,4
3595,3,2,QA,4
3596,3,3,QA,2
3597,4,5,Frontend dev,2
3598,3,2,Frontend dev,3
3599,1,3,QA,2
3600,2,3,UI designer,1
3601,3,2,Android dev,2
3602,3,3,UI designer,4
3603,3,3,Frontend dev,2
3604,3,6,PM,3
3605,1,4,PM,1
3606,3,2,Frontend dev,2
3607,3,2,Backend dev,3
3608,3,3,UX designer,2
3609,4,3,IOS dev,4
3610,2,2,Backend dev,2
3611,3,3,PM,4
3612,3,3,UI designer,4
3613,3,2,QA,3
3614,3,3,Frontend dev,3
3615,3,2,PM,3
3616,3,2,Android dev,1
3617,3,2,Frontend dev,2
3618,3,3,Android dev,4
3619,3,3,QA,2
3620,3,6,UI designer,2
3621,1,2,Android dev,3
3622,3,2,UX designer,3
3623,2,3,Backend dev,1
3624,4,5,UI designer,4
3625,2,2,UI designer,3
3626,2,4,Mobile,1
3627,2,3,Frontend dev,4
3628,2,5,PM,1
3629,2,3,Android dev,2
3630,3,2,Android dev,2
3631,2,6,UI designer,1
3632,3,2,Frontend dev,3
3633,2,3,Backend dev,3
3634,3,2,Mobile,2
3635,3,2,Mobile,2
3636,3,3,PM,1
3637,2,3,QA,3
3638,3,3,Backend dev,3
3639,3,2,Android dev,2
3640,3,3,Mobile,3
3641,3,3,IOS dev,4
3642,2,2,UI designer,4
3643,2,4,PM,1
3644,2,3,Backend dev,3
3645,3,5,UX designer,2
3646,2,4,Backend dev,1
3647,4,4,Backend dev,1
3648,3,3,Backend dev,4
3649,4,2,Backend dev,1
3650,1,2,Frontend dev,2
3651,3,2,Mobile,1
3652,2,5,Backend dev,4
3653,3,3,QA,4
3654,3,2,Frontend dev,2
3655,3,3,UI designer,4
3656,2,2,IOS dev,4
3657,4,3,Mobile,4
3658,4,3,QA,3
3659,3,2,IOS dev,2
3660,3,4,UI designer,3
3661,2,4,UX designer,3
3662,4,3,PM,3
3663,1,5,UI designer,4
3664,3,3,Frontend dev,3
3665,2,2,Frontend dev,3
3666,3,3,UI designer,4
3667,3,2,PM,1
3668,2,2,Android dev,3
3669,3,2,UX designer,4
3670,2,3,UX designer,2
3671,3,4,IOS dev,4
3672,4,2,Frontend dev,3
3673,3,2,QA,4
3674,3,3,UI designer,2
3675,3,2,Android dev,3
3676,2,2,UX designer,3
3677,3,3,Mobile,3
3678,3,2,UI designer,3
3679,3,3,QA,4
3680,4,2,Backend dev,3
3681,3,2,UX designer,4
3682,3,5,Mobile,1
3683,3,4,Frontend dev,1
3684,3,2,UI designer,3
3685,3,5,QA,4
3686,1,3,Android dev,4
3687,2,3,IOS dev,1
3688,2,4,IOS dev,1
3689,3,5,IOS dev,1
3690,3,3,Frontend dev,4
3691,2,2,UI designer,4
3692,3,2,Mobile,1
3693,3,2,QA,4
3694,3,2,Android dev,2
3695,3,3,UI designer,3
3696,3,2,Backend dev,1
3697,3,3,PM,2
3698,4,2,Mobile,1
3699,1,2,Frontend dev,2
3700,3,3,Frontend dev,1
3701,2,2,UX designer,4
3702,3,3,Android dev,1
3703,3,2,UI designer,4
3704,2,2,IOS dev,1
3705,3,2,Backend dev,3
3706,3,2,Mobile,1
3707,3,2,UI designer,3
3708,3,3,QA,3
3709,3,2,PM,4
3710,3,4,Mobile,2
3711,3,2,IOS dev,3
3712,2,3,PM,3
3713,3,4,UI designer,4
3714,3,2,UX designer,4
3715,2,3,Backend dev,1
3716,3,2,Frontend dev,2
3717,3,4,Frontend dev,1
3718,3,2,PM,2
3719,3,2,IOS dev,4
3720,3,4,Frontend dev,4
3721,3,3,UI designer,1
3722,3,2,UI designer,3
3723,2,2,Frontend dev,2
3724,3,2,UI designer,1
3725,2,2,PM,3
3726,3,3,Mobile,2
3727,1,2,IOS dev,3
3728,3,3,Android dev,3
3729,4,4,UI designer,2
3730,3,3,Frontend dev,1
3731,3,4,QA,1
3732,3,3,Mobile,3
3733,3,2,Android dev,4
3734,3,3,UI designer,3
3735,3,5,PM,3
3736,2,2,Backend dev,3
3737,3,5,UI designer,2
3738,3,4,Backend dev,1
3739,3,3,Android dev,3
3740,3,4,QA,2
3741,3,4,QA,2
3742,2,5,Backend dev,3
3743,2,3,QA,1
3744,1,3,Android dev,2
3745,2,2,IOS dev,3
3746,3,5,UI designer,3
3747,3,2,UI designer,3
3748,3,2,Frontend dev,3
3749,3,2,Android dev,2
3750,2,5,PM,3
3751,3,3,Android dev,1
3752,2,6,Backend dev,3
3753,3,2,Frontend dev,1
3754,3,3,Frontend dev,1
3755,1,3,QA,2
3756,2,2,UX designer,2
3757,2,5,Android dev,3
3758,2,2,UX designer,4
3759,2,4,IOS dev,4
3760,3,3,QA,1
3761,2,2,IOS dev,1
3762,4,3,PM,2
3763,2,2,Frontend dev,2
3764,4,4,UI designer,2
3765,2,4,UI designer,3
3766,4,4,Android dev,1
3767,3,2,QA,3
3768,2,2,UX designer,3
3769,2,3,PM,4
3770,3,2,Backend dev,3
3771,3,3,Backend dev,2
3772,3,4,Android dev,4
3773,4,3,Mobile,1
3774,3,5,UI designer,2
3775,2,3,IOS dev,4
3776,3,2,Backend dev,4
3777,4,6,QA,1
3778,2,2,PM,3
3779,3,5,PM,NA
3780,3,3,UX designer,1
3781,2,3,Backend dev,4
3782,4,6,UX designer,2
3783,4,3,UI designer,3
3784,4,3,Backend dev,2
3785,2,6,Backend dev,4
3786,3,5,Android dev,3
3787,4,3,QA,3
3788,2,2,Backend dev,1
3789,3,4,Backend dev,1
3790,3,2,Frontend dev,3
3791,3,5,IOS dev,1
3792,3,2,PM,2
3793,1,3,UI designer,1
3794,3,4,QA,4
3795,2,2,Frontend dev,2
3796,3,4,UI designer,1
3797,3,3,UI designer,1
3798,3,2,PM,4
3799,2,2,Backend dev,4
3800,3,2,UI designer,4
3801,3,2,PM,4
3802,4,6,UX designer,2
3803,2,3,QA,2
3804,3,3,UI designer,3
3805,2,2,Mobile,1
3806,4,6,Frontend dev,3
3807,3,4,UI designer,3
3808,3,2,Frontend dev,4
3809,1,4,PM,3
3810,3,5,Frontend dev,3
3811,3,4,Android dev,1
3812,3,2,Mobile,4
3813,3,2,IOS dev,3
3814,3,3,Mobile,3
3815,3,2,Backend dev,1
3816,4,4,PM,2
3817,2,2,IOS dev,4
3818,3,3,UX designer,1
3819,3,2,UI designer,2
3820,2,4,Backend dev,3
3821,2,4,QA,3
3822,3,2,QA,4
3823,3,4,UI designer,4
3824,3,3,UI designer,2
3825,3,4,IOS dev,1
3826,2,4,Mobile,1
3827,3,4,IOS dev,1
3828,3,3,QA,3
3829,2,2,Mobile,4
3830,3,3,PM,1
3831,3,3,IOS dev,1
3832,3,2,QA,1
3833,2,2,Frontend dev,1
3834,3,2,PM,1
3835,3,5,Mobile,4
3836,2,2,QA,4
3837,2,3,Backend dev,3
3838,3,3,PM,3
3839,3,2,Android dev,3
3840,3,5,UX designer,3
3841,4,3,Backend dev,3
3842,3,4,Mobile,3
3843,2,4,IOS dev,4
3844,3,2,UX designer,3
3845,3,4,Android dev,1
3846,3,5,UX designer,2
3847,2,4,IOS dev,4
3848,2,4,Backend dev,4
3849,3,5,UI designer,4
3850,1,6,Frontend dev,4
3851,3,2,UX designer,4
3852,1,3,Android dev,3
3853,3,3,PM,4
3854,3,2,QA,1
3855,2,2,UI designer,3
3856,2,3,UX designer,1
3857,2,5,Android dev,3
3858,3,3,Backend dev,2
3859,2,2,UI designer,2
3860,2,3,Backend dev,1
3861,3,3,QA,3
3862,3,2,QA,2
3863,3,2,Backend dev,2
3864,3,2,QA,3
3865,3,3,QA,3
3866,3,2,QA,1
3867,3,2,PM,3
3868,3,3,Frontend dev,3
3869,2,2,Frontend dev,4
3870,3,3,Frontend dev,4
3871,2,2,PM,2
3872,2,4,Frontend dev,4
3873,3,4,PM,2
3874,2,5,UX designer,4
3875,2,3,Frontend dev,1
3876,3,2,Frontend dev,2
3877,2,2,UX designer,2
3878,1,2,IOS dev,3
3879,4,2,Mobile,3
3880,3,3,PM,1
3881,2,3,Frontend dev,4
3882,3,4,UI designer,3
3883,2,3,UX designer,4
3884,3,2,UI designer,3
3885,3,3,Backend dev,3
3886,3,2,UX designer,4
3887,1,6,UX designer,3
3888,3,2,UX designer,2
3889,3,2,Mobile,4
3890,3,2,UX designer,2
3891,1,3,Backend dev,4
3892,2,2,UX designer,4
3893,3,2,Android dev,2
3894,3,6,Frontend dev,4
3895,3,2,IOS dev,4
3896,3,2,Mobile,4
3897,4,5,IOS dev,4
3898,3,2,PM,4
3899,1,2,Mobile,4
3900,3,2,PM,3
3901,3,3,Mobile,3
3902,3,3,UI designer,3
3903,1,5,UI designer,4
3904,2,2,UI designer,3
3905,2,6,UX designer,3
3906,3,3,Backend dev,3
3907,3,2,Android dev,3
3908,3,3,Backend dev,2
3909,3,2,Android dev,3
3910,3,3,QA,3
3911,1,3,UI designer,2
3912,3,2,Frontend dev,1
3913,2,3,UI designer,1
3914,2,3,Frontend dev,2
3915,3,3,PM,3
3916,3,2,UI designer,4
3917,3,3,IOS dev,2
3918,3,4,UI designer,4
3919,3,2,UI designer,1
3920,3,3,Mobile,2
3921,3,3,PM,2
3922,3,2,QA,4
3923,2,4,UX designer,4
3924,2,4,PM,3
3925,2,2,IOS dev,2
3926,3,4,Frontend dev,3
3927,3,2,PM,1
3928,3,2,UI designer,4
3929,3,2,Frontend dev,4
3930,4,5,UI designer,3
3931,2,3,Android dev,4
3932,3,3,QA,2
3933,3,3,QA,3
3934,3,6,Backend dev,1
3935,2,6,Android dev,4
3936,3,2,UI designer,2
3937,3,2,Mobile,4
3938,1,2,Mobile,1
3939,3,3,Mobile,2
3940,3,6,QA,3
3941,3,5,QA,1
3942,3,2,Mobile,3
3943,3,6,UX designer,2
3944,2,4,QA,4
3945,3,2,Frontend dev,3
3946,3,2,UX designer,2
3947,3,2,PM,1
3948,3,2,PM,2
3949,3,6,Frontend dev,1
3950,2,5,Mobile,3
3951,4,2,Android dev,3
3952,3,6,IOS dev,4
3953,3,3,UI designer,4
3954,4,6,Frontend dev,2
3955,2,4,UI designer,3
3956,3,3,Android dev,1
3957,2,2,PM,4
3958,3,6,PM,3
3959,2,3,Frontend dev,2
3960,4,2,PM,4
3961,2,3,UI designer,1
3962,4,4,QA,2
3963,3,3,Mobile,2
3964,3,4,Backend dev,4
3965,3,2,IOS dev,1
3966,3,2,PM,4
3967,2,3,Mobile,3
3968,3,2,Mobile,2
3969,3,2,PM,1
3970,3,2,Android dev,1
3971,3,3,Frontend dev,4
3972,3,6,Frontend dev,2
3973,4,5,UI designer,1
3974,3,2,UX designer,1
3975,2,3,UI designer,4
3976,3,2,Frontend dev,3
3977,1,3,Android dev,2
3978,2,4,Mobile,3
3979,3,2,IOS dev,3
3980,2,3,PM,2
3981,3,5,UX designer,2
3982,3,4,Android dev,4
3983,2,4,IOS dev,3
3984,3,4,QA,2
3985,2,3,Mobile,3
3986,3,4,Backend dev,2
3987,3,3,PM,1
3988,2,2,UI designer,4
3989,3,2,Frontend dev,1
3990,3,5,UI designer,1
3991,1,6,UI designer,4
3992,2,6,UI designer,4
3993,3,2,IOS dev,3
3994,3,4,QA,3
3995,3,3,Backend dev,1
3996,2,3,Frontend dev,1
3997,2,3,Mobile,3
3998,3,5,IOS dev,2
3999,3,3,Backend dev,4
4000,3,3,Frontend dev,4
4001,3,2,QA,4
4002,3,4,QA,4
4003,3,2,Backend dev,3
4004,2,3,QA,3
4005,3,4,Mobile,4
4006,2,2,QA,4
4007,3,5,QA,3
4008,3,2,UX designer,3
4009,3,3,PM,2
4010,3,3,UX designer,1
4011,4,5,IOS dev,3
4012,3,5,Frontend dev,2
4013,2,2,Android dev,3
4014,2,3,Mobile,2
4015,2,3,UI designer,4
4016,4,2,UI designer,2
4017,3,3,UI designer,1
4018,3,2,Backend dev,4
4019,3,3,UX designer,4
4020,4,3,IOS dev,2
4021,3,3,Frontend dev,4
4022,3,3,UX designer,2
4023,2,4,Mobile,3
4024,3,3,Frontend dev,3
4025,3,2,IOS dev,4
4026,2,3,Android dev,1
4027,4,3,IOS dev,1
4028,2,4,UI designer,2
4029,2,3,IOS dev,4
4030,1,5,Mobile,4
4031,3,3,Mobile,NA
4032,2,3,Frontend dev,3
4033,2,2,UX designer,3
4034,4,2,Frontend dev,4
4035,3,5,UI designer,1
4036,3,2,Mobile,1
4037,3,2,Mobile,4
4038,3,4,Mobile,2
4039,3,2,UI designer,2
4040,3,2,Mobile,1
4041,2,4,PM,4
4042,3,3,QA,4
4043,4,4,Backend dev,3
4044,4,5,Frontend dev,4
4045,3,6,Frontend dev,3
4046,3,5,IOS dev,3
4047,3,3,QA,4
4048,3,2,UX designer,1
4049,3,3,UI designer,3
4050,3,5,Frontend dev,2
4051,3,2,UX designer,4
4052,3,2,PM,3
4053,3,2,Frontend dev,2
4054,3,3,IOS dev,1
4055,3,3,Android dev,1
4056,3,2,UX designer,2
