employeeAdditionalInfo,employeeID,education,maritalStatus ,monthlyIncome ,environmentSatisfaction,trainingTimesLastYear
,3630,3,Single,51710,1,1
,1599,3,Divorced,197400,4,2
,3945,2,Married,187110,2,0
,3177,2,Married,36920,4,5
,600,2,Single,25590,1,3
,3424,3,Married,25170,3,3
,1801,3,Married,66230,NA,3
,5667,3,Married,182650,3,4
,274,4,Divorced,161240,3,2
,721,1,Married,25850,4,5
,278,2,Divorced,182130,1,3
,3215,2,Married,83800,3,3
,3643,4,Single,29940,2,2
,4967,3,Single,12230,2,3
,3095,3,Married,11180,3,3
,5353,4,Single,28750,3,3
,1624,5,Married,188240,1,4
,4682,2,Married,135770,2,2
,426,4,Married,26250,3,4
,1140,3,Single,187890,4,4
,3104,4,Married,45380,3,3
,606,3,Married,198470,4,6
,696,3,Married,105120,1,2
,946,2,Divorced,44440,4,2
,2290,3,Married,21540,4,3
,3589,3,Single,191900,1,2
,3126,4,Divorced,44900,2,1
,2343,4,Married,35060,2,4
,429,3,Divorced,23720,2,3
,5077,1,Married,102310,1,2
,4119,1,Married,54100,2,4
,3135,1,Single,79780,3,2
,1483,1,Divorced,38670,3,4
,5592,3,Married,28380,1,5
,5406,3,Single,46950,1,2
,1426,3,Divorced,33390,4,2
,1660,2,Single,20800,3,6
,4813,4,Married,20960,1,2
,2630,1,Divorced,62090,3,5
,3315,5,Married,180610,4,2
,2815,5,Divorced,171230,3,2
,5030,2,Single,23720,1,3
,775,3,Married,48830,3,1
,2647,3,Single,39040,4,2
,3623,1,Single,46270,4,2
,2257,1,Married,70940,1,2
,1681,3,Single,34230,1,4
,2336,3,Married,66740,1,2
,1449,4,Divorced,168800,4,2
,3593,3,Married,90940,1,0
,4736,5,Married,84460,4,3
,4843,3,Married,119160,3,3
,1763,3,Divorced,45340,4,2
,2420,3,Single,98520,2,5
,5590,4,Single,61510,4,3
,1893,2,Married,23020,3,3
,321,3,Single,23620,3,2
,539,4,Single,178610,2,5
,5270,3,Single,191870,4,2
,1340,3,Married,197170,4,1
,1090,1,Married,35440,2,3
,1838,5,Married,85000,3,2
,2862,4,Married,46610,4,3
,1110,2,Divorced,41030,4,2
,5062,4,Single,42490,1,2
,5103,3,Divorced,140260,2,4
,4616,3,Married,68930,4,3
,1985,4,Married,61250,1,3
,904,4,Married,36690,1,2
,3318,3,Divorced,100080,4,3
,4013,2,Married,23870,4,1
,1577,2,Married,46390,3,2
,642,3,Married,78980,4,2
,1073,1,Single,25340,4,1
,530,3,Single,131420,2,4
,1923,4,Married,16110,2,2
,5575,2,Single,53630,3,4
,5531,4,Married,50710,1,3
,1810,2,Married,136950,2,3
,4209,4,Single,134020,1,1
,1394,4,Married,20290,2,3
,1027,3,Married,63770,3,3
,2524,3,Married,54290,3,3
,2385,4,Divorced,27850,1,2
,3902,4,Divorced,46140,1,3
,4861,1,Single,26100,2,2
,2807,5,Single,66870,3,0
,3497,4,Single,47240,4,4
,3882,4,Married,61790,4,3
,4560,3,Married,61200,1,2
,1455,1,Divorced,105960,4,3
,4603,1,Divorced,54670,3,6
,4568,4,Married,29960,1,4
,5417,1,Married,99980,1,3
,2624,4,Married,40780,4,3
,454,4,Married,109200,1,3
,2157,3,Married,62320,4,3
,5672,1,Divorced,132470,4,3
,3046,5,Divorced,40810,3,3
,2920,4,Single,57690,4,3
,369,3,Single,23940,3,3
,5245,3,Married,39040,1,3
,3859,2,Divorced,167990,2,2
,4303,4,Married,29500,2,1
,4220,3,Single,36290,4,2
,2007,4,Single,93620,3,6
,4781,2,Married,32290,3,2
,5370,4,Married,35780,3,2
,109,1,Married,79880,3,3
,1373,3,Married,42840,4,5
,2223,3,Single,75530,4,3
,2686,3,Divorced,173280,4,1
,908,3,Married,197010,2,3
,2795,4,Single,147320,2,3
,5056,4,Single,92780,4,3
,3788,1,Married,13590,3,2
,2959,1,Married,47790,4,3
,4241,2,Married,164220,2,3
,977,1,Married,29960,4,2
,2951,3,Married,12610,2,6
,4356,2,Single,20990,2,2
,2749,4,Married,58100,3,2
,4584,3,Single,56470,4,2
,3816,2,Married,34200,4,3
,5351,4,Married,44000,1,3
,5455,2,Single,35000,4,2
,4388,2,Married,20660,3,3
,1047,4,Divorced,171690,4,2
,1439,4,Single,41620,4,1
,920,3,Married,92040,3,2
,2441,4,Married,32940,1,2
,5557,4,Single,21270,4,3
,2166,2,Divorced,39750,1,3
,2082,3,Divorced,107930,2,1
,858,4,Single,100960,3,2
,4501,2,Divorced,36460,2,3
,3408,3,Divorced,74460,1,3
,4995,3,Divorced,108510,4,2
,376,3,Married,21090,1,3
,4149,3,Single,37220,4,0
,2931,5,Divorced,93800,1,2
,3026,3,Single,54860,3,2
,5322,3,Single,27420,1,2
,4888,3,Single,137570,3,3
,2707,2,Single,84630,2,2
,840,1,Divorced,31620,3,4
,1924,3,Single,165980,2,2
,2338,3,Married,66510,3,5
,1730,1,Married,23450,1,0
,1793,3,Single,34200,2,3
,959,3,Single,43730,3,3
,3534,3,Married,47590,4,2
,442,4,Single,53010,4,3
,2691,4,Married,36730,4,3
,3616,5,Married,47680,2,2
,399,5,Divorced,12740,4,3
,165,4,Married,49000,1,3
,3831,4,Married,104660,4,1
,5611,1,Married,170070,2,2
,1279,2,Married,29090,3,2
,4719,1,Divorced,57650,3,2
,3470,2,Divorced,45990,4,3
,2785,3,Single,24040,1,6
,361,3,Single,31720,4,1
,1640,4,Single,20330,3,3
,2803,4,Married,102090,2,2
,5130,2,Single,86200,2,2
,1022,3,Married,20640,2,3
,1067,3,Single,40350,1,2
,1420,4,Married,38380,4,2
,1082,4,Single,45910,1,6
,620,1,Single,25610,3,3
,689,1,Divorced,15630,2,3
,2852,4,Married,48980,3,2
,3716,4,Married,47890,NA,2
,2370,4,Single,31800,1,2
,3809,3,Married,65490,2,3
,3548,2,Married,63880,3,6
,5178,2,Divorced,112440,4,3
,252,3,Divorced,160320,1,2
,4822,3,Married,23620,1,2
,2260,3,Single,163280,4,2
,3845,4,Divorced,83760,2,2
,2561,3,Single,166060,1,6
,3410,2,Divorced,86060,3,3
,664,3,Divorced,22720,4,2
,3598,3,Single,20180,2,5
,4939,2,Divorced,70830,2,5
,2525,3,Married,40840,2,3
,533,2,Married,144110,4,2
,1068,4,Single,23080,1,4
,4880,4,Married,48410,3,3
,2912,2,Single,42850,3,2
,3965,4,Married,97150,2,1
,322,3,Married,43200,2,2
,2199,3,Single,21320,3,3
,2965,4,Single,101240,3,2
,2506,3,Married,54730,4,3
,2097,3,Single,52070,1,3
,2210,3,Divorced,164370,2,0
,4221,3,Married,22960,4,2
,2515,4,Single,40690,2,5
,1091,3,Married,74410,1,4
,3858,1,Divorced,24300,2,2
,4487,2,Married,58780,1,1
,1333,1,Single,26440,4,2
,4168,3,Divorced,64390,3,2
,2603,4,Married,24510,4,2
,4274,2,Married,63920,3,2
,4855,2,Single,97140,3,0
,4218,3,Married,60770,3,2
,445,4,Single,24500,3,2
,613,3,Divorced,92500,3,0
,4067,1,Married,20740,3,3
,4547,3,Single,101690,2,6
,1445,1,Married,48550,1,2
,5240,2,Married,40870,1,1
,5329,4,Married,23670,2,2
,749,4,Single,29720,4,2
,2706,2,Married,195860,2,3
,1093,3,Divorced,54840,3,4
,2660,2,Single,20610,4,2
,703,4,Single,99240,4,3
,1636,4,Single,41980,1,2
,144,2,Divorced,68150,3,3
,4627,2,Married,47230,3,0
,804,4,Married,61420,1,3
,112,1,Single,82370,3,6
,4943,3,Married,88530,4,3
,3989,1,Single,193310,2,2
,2594,3,Single,20730,1,4
,1267,4,Single,55620,1,3
,791,3,Single,196130,4,5
,3558,1,Married,34070,2,4
,4133,3,Divorced,50630,3,2
,4482,1,Single,46390,3,3
,1523,2,Single,48760,3,3
,1113,3,Married,26900,2,1
,4759,3,Divorced,175670,1,6
,2874,4,Married,24080,3,3
,1552,3,Divorced,28140,1,2
,4580,3,Married,112450,3,3
,931,3,Married,33120,2,1
,1965,2,Single,190490,1,2
,184,4,Married,21410,2,2
,5137,3,Married,57690,3,4
,2231,2,Married,43850,4,2
,4207,2,Single,53320,4,2
,498,4,Married,46630,3,1
,1383,3,Married,47240,3,3
,4279,2,Single,32110,2,2
,3506,4,Single,53770,3,3
,910,1,Married,40660,2,2
,711,2,Divorced,52080,3,2
,1003,4,Married,48770,3,5
,1007,1,Divorced,31170,2,2
,1159,3,Single,15690,1,2
,457,3,Married,196580,4,3
,3116,1,Married,30690,1,3
,4298,1,Married,104350,3,5
,3241,4,Single,41480,1,0
,4988,1,Single,57680,3,4
,5391,4,Single,50420,4,4
,596,3,Single,57700,1,2
,3988,3,Divorced,77560,4,3
,2605,3,Divorced,103060,4,5
,3168,3,Single,39360,2,3
,3370,2,Divorced,79450,4,6
,4733,4,Married,57430,3,2
,4549,3,Single,152020,2,2
,535,4,Divorced,54400,2,2
,5389,1,Married,37600,3,2
,2144,2,Married,35170,2,1
,1317,4,Divorced,25800,2,3
,2164,2,Single,21660,2,4
,2796,4,Married,58690,4,6
,869,3,Married,80080,2,4
,5292,3,Married,52060,2,4
,5131,2,Married,52950,3,4
,4863,4,Married,164130,3,1
,5509,3,Married,132690,3,2
,3723,3,Divorced,27830,4,2
,820,4,Married,54330,3,4
,5434,3,Divorced,20130,3,5
,544,3,Divorced,139660,3,1
,1870,3,Single,43740,3,5
,4727,4,Divorced,68420,1,3
,3789,4,Married,174260,2,0
,1065,1,Single,176030,1,0
,991,3,Single,45810,3,3
,1308,4,Married,47350,3,2
,2654,2,Single,41870,3,4
,5620,3,Single,55050,4,3
,4573,3,Divorced,54700,3,2
,3620,2,Divorced,54760,3,3
,3999,3,Divorced,25870,3,2
,2969,2,Single,24400,3,4
,4746,2,Single,159720,2,2
,667,3,Divorced,153790,2,1
,2349,4,Single,70820,3,3
,4935,5,Married,27280,3,3
,3898,3,Single,53680,4,2
,4012,4,Single,53470,2,1
,3405,4,Married,31950,3,4
,1898,2,Divorced,39890,4,2
,3348,3,Married,33060,4,6
,2353,3,Married,70050,4,2
,3136,1,Single,26550,3,0
,4697,4,Married,13930,4,4
,803,2,Single,25700,4,2
,3488,4,Married,35370,3,3
,3743,3,Single,39860,4,3
,5166,4,Married,108830,2,3
,1218,2,Divorced,20280,4,2
,1628,2,Married,95250,1,3
,1653,3,Married,29290,2,2
,1698,3,Single,22750,2,2
,1796,1,Divorced,78790,3,2
,3865,2,Married,49300,4,0
,5479,1,Married,78470,4,3
,1049,4,Married,44010,3,4
,624,1,Divorced,92410,4,5
,2608,2,Divorced,29740,4,2
,487,3,Married,45020,3,0
,2074,4,Married,107480,2,3
,3810,2,Married,15550,2,2
,732,3,Divorced,129360,4,3
,244,3,Single,23050,2,3
,4336,2,Married,167040,4,2
,1598,1,Divorced,34330,4,3
,5549,3,Married,34770,4,2
,1777,4,Single,64300,3,2
,2851,2,Single,65160,4,4
,5565,1,Married,39070,2,2
,2824,4,Single,55620,4,3
,5461,3,Single,68830,4,3
,4483,2,Single,28620,3,2
,2252,3,Single,49780,3,3
,2360,3,Single,103680,4,2
,1477,2,Married,61340,4,2
,1917,4,Single,67350,4,3
,4263,1,Married,32950,3,2
,5343,4,Divorced,52380,2,5
,1176,2,Divorced,64720,1,4
,1403,1,Married,96100,3,2
,2334,3,Married,198330,3,2
,2777,3,Divorced,97560,1,2
,2599,4,Married,49680,2,4
,2108,3,Single,21450,3,6
,2066,1,Single,21800,3,2
,4074,2,Single,83460,3,5
,4964,4,Married,34450,3,2
,390,4,Married,27600,2,3
,2079,2,Divorced,62940,4,2
,247,4,Married,71400,3,2
,3324,3,Married,29320,4,3
,646,3,Married,51470,1,2
,1635,3,Single,45070,1,3
,4422,4,Married,85640,3,2
,748,1,Single,24680,4,2
,556,4,Divorced,81610,3,2
,1446,4,Married,21090,3,3
,1063,3,Divorced,52940,3,3
,1390,3,Divorced,27180,NA,4
,1316,1,Married,58110,3,4
,5069,4,Divorced,24370,2,3
,1562,4,Married,27660,3,2
,553,3,Married,190380,4,3
,5430,5,Married,30550,3,3
,3285,1,Married,22890,1,3
,619,3,Divorced,40010,1,2
,4211,3,Single,129650,3,2
,4659,3,Single,35390,3,2
,2479,4,Single,60290,4,5
,799,4,Divorced,26790,4,2
,261,2,Married,37020,1,4
,237,2,Divorced,23980,4,2
,2137,3,Divorced,54680,1,6
,3922,2,Married,131160,3,6
,2033,1,Single,41890,3,3
,4566,4,Married,193280,2,2
,2545,5,Married,83210,4,5
,4392,1,Single,23420,4,2
,3055,3,Married,40710,3,5
,3446,2,Single,58130,1,2
,5133,3,Married,31430,1,2
,922,3,Married,20440,2,2
,1534,4,Divorced,134640,2,2
,4639,2,Married,79910,3,2
,4604,1,Married,33770,4,2
,5127,4,Single,55380,4,2
,2916,1,Married,57620,1,4
,5078,3,Married,25920,4,2
,1519,3,Married,53460,3,2
,635,2,Single,42130,4,3
,5019,3,Divorced,41270,1,2
,3730,4,Divorced,24380,2,5
,3703,3,Divorced,68700,1,5
,2132,4,Divorced,104470,3,3
,5115,4,Divorced,96670,1,2
,2407,4,Married,21480,3,2
,5264,4,Married,89260,2,4
,3555,4,Single,65130,2,2
,1778,4,Married,67990,2,2
,2634,3,Married,162910,1,3
,2224,1,Single,27050,4,2
,2292,2,Divorced,103330,4,2
,1815,3,Divorced,44480,4,3
,2423,3,Divorced,68540,1,5
,220,3,Single,96370,4,6
,4435,1,Single,35910,3,2
,4104,3,Single,54050,3,2
,1493,4,Divorced,46840,4,4
,1206,3,Single,157870,4,5
,4638,1,Married,15140,2,3
,2332,2,Married,29560,3,2
,3280,4,Single,23350,3,3
,1622,2,Married,51540,3,2
,4773,3,Married,69620,3,2
,1198,3,Divorced,56750,4,2
,3070,1,Single,23790,4,6
,2234,3,Single,38120,4,3
,2908,3,Single,46480,2,2
,1524,1,Married,29360,2,2
,5016,4,Divorced,21050,3,3
,3495,4,Married,85780,2,4
,4507,3,Married,27060,4,4
,2760,2,Married,63840,1,4
,2600,3,Divorced,39680,4,3
,1443,1,Married,99070,3,3
,5214,4,Married,132250,1,2
,4339,1,Divorced,35400,1,6
,1929,4,Divorced,28040,3,0
,2879,3,Married,193920,4,3
,466,4,Married,196650,3,6
,5021,4,Single,24390,3,2
,1378,3,Single,73140,3,2
,3883,1,Married,47740,3,2
,1967,4,Single,39020,3,2
,1896,3,Married,26620,3,6
,1191,2,Single,28560,4,5
,568,3,Divorced,10810,4,4
,5147,3,Single,24720,1,2
,5634,4,Married,56730,1,4
,3627,3,Married,41970,4,3
,2783,1,Married,97130,3,5
,1904,4,Married,20620,3,4
,4045,1,Married,42840,4,0
,5625,2,Single,47880,2,0
,4058,3,Married,59060,4,4
,2258,3,Divorced,38860,3,2
,3435,3,Married,168230,3,3
,2216,4,Single,29330,4,2
,484,2,Married,65000,3,3
,1154,1,Married,171740,4,6
,4137,4,Married,50330,2,6
,1604,3,Married,23070,2,0
,2422,3,Single,25870,2,3
,5438,3,Divorced,55070,4,2
,2041,2,Married,43930,2,2
,344,4,Divorced,133480,4,4
,2174,4,Divorced,65830,3,1
,3204,3,Single,81030,3,5
,2780,4,Divorced,39780,4,0
,1212,2,Single,25440,3,3
,4486,4,Divorced,53990,3,2
,4257,2,Single,54870,4,0
,2177,3,Single,68340,2,2
,5246,4,Single,10910,1,0
,5230,4,Married,57360,4,1
,4197,4,Divorced,22260,3,3
,4728,3,Married,57470,3,0
,1038,4,Married,98540,1,2
,1286,5,Divorced,54670,3,2
,2531,4,Married,53800,4,0
,1482,3,Married,51510,3,3
,5415,2,Single,21330,1,2
,3015,3,Single,178750,1,5
,5153,3,Single,24320,4,4
,4867,3,Married,47710,1,2
,1448,4,Married,191610,4,2
,3943,3,Married,50870,4,3
,4088,5,Single,28630,1,2
,215,2,Single,55610,4,3
,1596,3,Married,21440,3,3
,298,4,Married,30650,3,3
,1937,1,Single,28100,1,3
,3632,3,Single,98880,4,2
,3766,3,Married,86280,3,2
,3322,3,Single,28670,3,5
,4945,2,Single,53730,3,2
,3835,3,Single,66670,4,6
,3452,3,Single,50030,3,2
,3992,3,Divorced,23670,4,2
,2758,2,Single,28580,2,2
,5567,3,Single,52040,2,3
,393,2,Married,41050,3,2
,2270,2,Married,96790,4,1
,3923,3,Single,56170,1,3
,4849,3,Single,104480,3,3
,3107,3,Divorced,28970,4,4
,5378,3,Married,59680,3,3
,4621,3,Single,75100,3,3
,3128,5,Married,29910,1,3
,2588,3,Married,196360,2,3
,1661,2,Single,11290,3,2
,2274,1,Divorced,133410,4,3
,1616,2,Divorced,43320,4,3
,1634,3,Divorced,110310,2,2
,940,1,Single,44400,3,3
,4421,2,Divorced,46170,1,2
,1631,2,Married,26470,2,2
,3331,3,Married,63230,1,2
,2646,3,Married,56770,3,3
,3359,4,Married,21870,2,2
,4492,3,Married,37480,4,3
,4285,4,Divorced,39770,3,3
,2305,2,Single,86330,2,2
,2379,3,Married,20080,2,5
,4480,1,Married,44400,4,2
,415,4,Divorced,30670,2,5
,3868,4,Married,53210,3,1
,4353,4,Single,54100,2,2
,4138,3,Married,27820,2,2
,5508,3,Divorced,119570,3,2
,5160,2,Married,26600,1,3
,1510,2,Married,33750,4,2
,5274,3,Married,50980,1,4
,2544,3,Married,48780,4,3
,1673,3,Divorced,28370,1,0
,3761,3,Single,24060,3,5
,500,3,Married,22690,1,4
,2127,4,Divorced,41080,3,5
,2266,4,Married,132060,4,2
,271,2,Single,104220,1,0
,3148,3,Divorced,137440,4,3
,164,3,Married,49070,4,3
,3926,4,Married,34820,3,2
,1112,2,Divorced,24360,1,2
,985,3,Married,23800,3,2
,5388,3,Married,194310,2,3
,5608,4,Married,17900,3,4
,4981,3,Single,76440,1,2
,2345,4,Married,51310,3,2
,795,2,Divorced,63060,1,3
,4226,4,Married,47870,2,3
,2043,2,Single,188800,3,3
,2233,3,Married,23390,3,4
,1966,3,Divorced,135700,1,2
,4574,1,Married,67120,1,3
,1044,2,Single,54060,4,2
,2498,4,Single,89380,3,2
,5303,2,Divorced,24390,NA,2
,644,3,Married,88370,3,3
,508,3,Divorced,53430,3,3
,2465,3,Married,67280,2,2
,4512,4,Divorced,66520,1,5
,171,3,Single,48500,4,4
,4605,2,Married,28090,4,2
,4125,2,Married,56890,1,2
,4570,1,Divorced,20010,2,5
,2430,4,Married,29770,2,3
,4010,4,Single,40250,2,3
,833,3,Single,37850,3,2
,5320,3,Married,108540,2,6
,677,3,Single,120310,1,5
,2431,2,Single,99360,4,2
,4847,3,Married,29660,2,2
,2086,3,Single,25710,2,1
,3139,1,Married,99910,3,3
,588,4,Single,61420,2,2
,381,3,Married,53900,4,3
,2832,1,Married,44040,4,2
,302,1,Divorced,59930,2,3
,1663,3,Divorced,51300,4,3
,3934,3,Divorced,20900,1,2
,1982,4,Divorced,29090,3,2
,5181,3,Single,34680,2,4
,4684,4,Divorced,30680,3,3
,3042,3,Single,26700,1,2
,3344,4,Divorced,26930,1,3
,4078,4,Single,95260,1,2
,587,3,Single,52370,4,3
,5581,3,Single,24260,3,3
,859,1,Single,41930,2,5
,4594,1,Married,29110,1,3
,2275,1,Married,26610,2,2
,1883,2,Divorced,20280,1,3
,621,1,Divorced,99800,4,2
,5583,2,Married,32980,4,4
,397,3,Married,29350,4,5
,4595,3,Married,154270,3,2
,4085,4,Married,39440,2,3
,3273,1,Divorced,40110,4,2
,1346,3,Married,34070,2,2
,3916,4,Married,119940,1,6
,4726,3,Married,12320,4,4
,984,2,Married,29600,1,2
,1669,3,Married,190940,2,3
,467,3,Married,39190,1,3
,4772,3,Married,68250,2,2
,2935,2,Married,102480,2,4
,1225,1,Divorced,189470,2,2
,3637,3,Single,24960,1,3
,2060,3,Divorced,64650,1,3
,431,4,Divorced,22060,1,4
,4465,4,Married,20860,4,3
,5149,4,Single,22930,4,3
,5492,4,Married,26450,3,5
,430,5,Divorced,26830,2,3
,5099,4,Single,20140,3,5
,2269,3,Divorced,34190,4,5
,4029,1,Married,53760,4,3
,4019,4,Single,19510,1,4
,3742,4,Divorced,23410,3,3
,3919,3,Divorced,22930,3,0
,3976,2,Single,87260,3,2
,206,2,Married,40110,4,2
,4338,2,Married,195450,1,3
,3509,4,Divorced,45680,3,2
,5283,1,Married,30220,1,3
,5622,5,Divorced,57720,3,3
,4357,3,Single,22690,4,2
,2866,5,Married,53810,2,0
,4372,4,Married,34410,1,5
,2367,2,Married,54540,3,5
,359,3,Married,98840,3,3
,4553,3,Married,41570,2,2
,5537,5,Single,134580,2,3
,3087,3,Divorced,90690,3,3
,3524,2,Married,40140,3,4
,4797,3,Divorced,59150,2,3
,1219,3,Single,59930,1,3
,1417,3,Single,61620,4,2
,2899,4,Single,24060,1,3
,923,1,Married,187400,3,2
,2285,3,Married,76370,1,3
,2989,3,Married,100960,4,3
,2772,3,Single,147560,4,3
,4204,4,Divorced,64990,2,3
,3839,3,Married,97240,2,2
,4661,3,Divorced,21940,4,5
,1919,3,Single,33880,4,2
,2875,3,Married,54730,4,2
,3628,1,Single,27030,4,2
,3299,2,Single,25010,1,3
,4490,5,Single,62200,4,2
,3165,3,Single,30380,4,5
,3020,2,Married,44240,2,2
,3817,4,Single,43120,2,2
,1889,3,Married,132450,3,3
,4729,3,Single,136640,3,6
,3728,3,Single,50210,4,3
,2550,4,Married,51260,4,2
,1164,1,Married,28590,3,2
,4342,3,Divorced,102390,2,3
,2263,2,Single,53290,1,3
,273,1,Divorced,43250,4,2
,4047,3,Married,72600,4,2
,1579,3,Married,23220,4,0
,2632,4,Single,20750,1,0
,2485,4,Married,41520,1,3
,4463,3,Single,96190,3,2
,4730,2,Single,135030,1,6
,5561,3,Divorced,54410,4,6
,2482,3,Divorced,52090,3,3
,4404,2,Single,106730,3,2
,3507,1,Divorced,50100,3,3
,1542,1,Married,135490,4,3
,1318,5,Single,49990,2,2
,3323,3,Married,42210,2,4
,4577,4,Married,138720,3,3
,4748,4,Married,20420,3,6
,4210,3,Single,20730,4,3
,1380,3,Single,29560,4,6
,3977,3,Divorced,29260,4,3
,3354,3,Single,48090,4,2
,1265,1,Divorced,51630,4,4
,5442,4,Married,188440,1,3
,2473,3,Married,181720,4,5
,1511,3,Divorced,57440,2,4
,3019,5,Married,28890,3,2
,2960,2,Single,28710,4,2
,5302,3,Single,74840,3,3
,3162,3,Single,60740,2,2
,5690,1,Single,173280,1,2
,3379,3,Single,27740,2,2
,3447,3,Single,45050,4,3
,1683,3,Married,74280,4,2
,5702,2,Single,116310,1,2
,1670,4,Married,97380,4,2
,2905,2,Divorced,28350,1,2
,5185,2,Married,169590,2,5
,2828,2,Single,26130,4,2
,3436,4,Single,61460,2,3
,5100,4,Divorced,49630,4,2
,774,2,Married,195370,3,5
,2064,4,Divorced,61720,4,1
,4373,4,Single,23680,1,3
,3910,3,Single,103120,NA,2
,437,4,Married,16750,1,6
,200,3,Married,25230,4,2
,2737,4,Married,65670,3,3
,4663,3,Married,47390,3,2
,1502,4,Divorced,92080,2,2
,5146,3,Married,45590,3,2
,2197,5,Divorced,81890,3,3
,5278,3,Married,29420,4,1
,918,4,Married,49410,3,3
,1055,4,Married,106500,2,2
,4493,4,Married,59020,3,2
,1029,5,Single,86390,1,3
,841,4,Married,63470,3,2
,3265,3,Married,42000,3,3
,3450,3,Married,34520,3,3
,3530,3,Single,43170,4,2
,4601,4,Single,26320,4,3
,4203,1,Married,46680,4,2
,5053,4,Single,32040,3,4
,507,3,Married,27200,3,3
,4311,1,Married,171810,3,2
,562,3,Single,22380,1,3
,790,3,Single,14830,3,3
,4562,4,Single,56050,2,2
,4660,2,Married,72950,2,3
,2725,3,Divorced,23060,1,5
,5485,4,Single,23480,3,3
,5405,2,Married,89980,3,2
,1682,3,Single,43190,3,3
,4832,2,Married,61320,2,3
,5262,4,Divorced,33460,3,2
,4634,3,Single,108550,3,2
,5255,2,Married,22310,2,3
,5161,5,Married,23230,3,2
,2744,4,Married,20240,3,2
,2644,3,Married,27130,4,2
,928,3,Married,94390,1,0
,4792,5,Single,25660,4,3
,5408,3,Single,199260,1,5
,4081,4,Divorced,24510,1,3
,4561,4,Single,94190,3,5
,277,4,Married,86860,2,2
,1949,4,Divorced,30380,2,3
,2229,5,Divorced,30580,2,2
,1358,3,Married,23250,1,1
,3353,5,Divorced,20880,4,2
,581,3,Married,30720,3,4
,458,1,Married,50060,3,2
,1033,2,Divorced,42570,4,2
,5223,4,Divorced,25000,2,3
,3815,2,Married,11020,4,3
,1768,3,Married,104530,1,2
,3228,4,Single,22880,2,4
,753,3,Married,39290,1,6
,1692,3,Married,23110,3,2
,5684,2,Married,31400,4,2
,1244,2,Divorced,36900,4,2
,3218,3,Divorced,44500,4,3
,3184,3,Married,27560,3,2
,1727,3,Married,190330,3,5
,1716,5,Married,187220,1,3
,3956,5,Married,95470,2,3
,2378,2,Married,137340,2,3
,3101,1,Married,199990,3,6
,3712,3,Married,22790,4,3
,5647,3,Divorced,59160,2,2
,4039,3,Married,20890,1,2
,873,3,Married,167920,4,3
,1115,4,Married,35640,3,1
,2710,1,Single,44250,4,2
,1639,3,Married,52650,4,4
,634,4,Married,65530,3,2
,3735,5,Single,62610,1,1
,1540,3,Divorced,42980,1,6
,932,3,Married,68040,4,3
,762,3,Divorced,38150,4,3
,2736,1,Single,27410,1,5
,724,4,Divorced,66730,1,2
,1668,2,Married,76390,2,6
,903,5,Single,23280,1,3
,2994,2,Divorced,21530,4,3
,1435,4,Divorced,48760,1,4
,1865,3,Single,93960,3,6
,638,3,Single,104000,4,2
,2723,4,Married,84740,3,3
,3473,3,Single,99810,4,3
,1695,4,Married,124900,2,3
,5570,3,Divorced,26570,2,3
,1018,3,Divorced,135910,3,2
,3954,4,Married,66960,4,3
,526,3,Single,20580,2,5
,1501,2,Divorced,88650,2,0
,2136,1,Single,59400,3,2
,275,3,Single,59140,3,4
,2800,4,Divorced,26220,3,3
,1568,3,Married,121850,2,2
,4536,1,Married,106090,4,3
,2606,2,Married,43450,1,3
,2897,4,Married,21770,4,4
,2327,2,Married,27930,4,4
,3659,4,Single,79180,2,3
,534,3,Married,87890,4,4
,103,3,Married,23890,3,4
,5235,2,Married,32120,3,3
,2948,4,Divorced,192320,1,3
,1478,3,Single,22670,3,2
,5217,4,Single,195170,4,5
,3290,3,Single,24360,3,3
,1107,3,Single,160640,4,3
,1334,3,Single,27070,1,2
,674,4,Married,190680,4,1
,5433,3,Divorced,39310,4,2
,4276,3,Married,37300,3,4
,1361,3,Married,22320,3,2
,5491,4,Single,44650,2,3
,2985,4,Married,30720,1,3
,4250,1,Married,33190,3,3
,1237,1,Married,192020,3,5
,5269,3,Married,136750,3,5
,3667,4,Married,29110,4,3
,3638,2,Single,59570,4,2
,1024,3,Divorced,39200,3,3
,5256,4,Divorced,64340,3,3
,5488,3,Single,100480,3,2
,235,2,Divorced,109380,4,2
,3973,1,Single,23400,NA,2
,5176,4,Single,65450,2,2
,5249,4,Divorced,69310,3,3
,970,1,Divorced,48980,1,3
,2974,4,Single,25930,3,2
,1912,3,Single,194360,4,4
,4448,5,Single,27230,4,2
,1362,2,Single,34790,2,3
,3608,1,Divorced,27940,4,2
,1211,1,Divorced,52490,4,2
,4680,3,Married,21760,3,2
,5231,3,Divorced,168720,1,2
,1287,4,Married,34850,3,2
,1767,3,Married,66440,4,3
,867,4,Single,55820,4,3
,152,3,Married,40000,1,5
,4793,3,Married,134960,4,3
,536,3,Married,32100,3,5
,1097,3,Divorced,190450,4,2
,3818,3,Divorced,118490,4,3
,276,3,Divorced,20700,3,1
,5377,2,Married,65020,3,3
,4564,4,Single,32300,2,3
,1556,3,Married,136030,3,2
,4331,4,Divorced,119960,3,3
,5528,3,Married,56050,2,0
,563,2,Single,63970,4,3
,4959,4,Single,191440,2,3
,1720,3,Married,175840,4,2
,2898,3,Married,49070,2,2
